 , , F, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths
IY	0	SEEING	533.9	2636.5	3500.0	90.5	296.9	383.3	118.169	118.106	118.294	0.188	11	4	6	2	3	0			509.6	2581.4	534.4	2635.9	530.3	2650.9	483.8	2700.0	466.7	2879.5	S	NG	['S', 'IY0', 'NG']	1	4	[524.3310597267115, 3045.637460760275, 4801.95978746079],[533.865312542061, 2636.5116584815314, 3500.0237266778886],[621.2956203056555, 2623.950759973307, 3440.8696196860164, 4565.700718937618],[628.0471106201912, 2589.29132316771, 3153.7450864071648, 3714.4904926588747]	[704.3230603129712, 358.80557289280637, 1598.629370390029],[90.49872750853584, 296.9417565475506, 383.34758863933945],[119.59083439257192, 88.57865104492716, 152.7457314406378, 741.5683378113617],[74.30065543073037, 516.7560486933493, 1006.4132647337611, 714.5089174995476]
AW	0	HOW	799.9	1763.8	3111.2	1021.3	419.6	761.0	118.501	118.458	118.843	0.385	42	0	0	0	0	0			930.1	1575.2	956.9	1524.9	908.9	1355.7	502.1	1045.7	431.2	1532.8	HH		['HH', 'AW0']	1	5	[1798.2087905082285, 3207.759856815606],[1368.946946645425, 2238.6827807506024, 3470.7409831338014],[799.892972416302, 1763.8393037291899, 3111.1549226627435, 4015.801257953815],[501.7466450530859, 1376.278928513456, 1995.262527328216, 3304.9516511370402, 3886.946825291483]	[322.0903276442292, 748.8328547822547],[1121.4370115991962, 1036.110141715223, 737.8103050707657],[1021.2859762102129, 419.62879729644374, 760.9669029412462, 1454.1971802773548],[568.2188922473547, 490.83070892258746, 459.30360774353505, 454.3774351518396, 933.0792117348373]
EH	0	TREADMILL	794.6	2007.8	2960.2	114.8	309.1	806.0	119.073	119.046	119.128	0.082	2	1	4	2	7	4			790.0	1971.1	793.2	2016.1	772.1	2043.1	682.5	1413.8	583.4	1074.4	R	D	['CH', 'R', 'EH0', 'D', 'M', 'IH0', 'L']	2	6	[821.1937065056117, 2510.6257174623765, 4791.690660595607],[751.0374425744844, 2024.2327872719625, 3097.5907105612678],[778.5880292290649, 2079.007949451527, 3141.18190360299, 4740.391079285485],[794.576631038444, 2007.7924423921668, 2960.1919580532012, 3457.8812941069427, 4936.627360858519]	[338.2856602925529, 672.2639580895291, 2197.139779790415],[127.53748300077314, 521.2039005324084, 713.7449572320314],[149.3350225665702, 358.20302160287946, 478.7504682588875, 763.8095457546368],[114.82401927123287, 309.1150483526812, 805.9660293490983, 1041.591580190283, 608.2990926159578]
IH	0	TREADMILL	608.7	1962.5	3359.3	214.6	190.3	129.6	119.284	119.252	119.347	0.095	1	5	4	2	2	0			597.1	2001.6	608.5	1951.8	640.7	1787.9	716.6	1654.6	775.8	1544.8	M	L	['CH', 'R', 'EH0', 'D', 'M', 'IH0', 'L']	5	5	[841.7980235671685, 3405.1542186138104],[575.8969651808991, 1967.292878818173, 3443.6808545539043, 4637.333078535402],[608.6606042743356, 1962.5432934016735, 3359.3441895702836, 4362.697448934844],[603.8573826182196, 1841.1849614235655, 3239.9071210259544, 3893.8661827740348]	[1437.4608586727086, 1234.3241428601189],[238.65131033009465, 392.01473064704606, 243.5324628936084, 456.696830665055],[214.62357517657787, 190.33164824968037, 129.5659865621661, 317.6005019688243],[363.61986358707543, 157.9335034752746, 829.0706538823475, 1295.4072150062843]
EY	0	TRAINING	562.5	2678.7	3199.5	143.0	122.5	292.5	119.635	119.623	119.703	0.08	21	4	4	2	7	1			560.2	2697.3	523.9	2736.8	509.0	2778.3	563.7	2762.9	603.1	2631.7	R	N	['CH', 'R', 'EY0', 'N', 'IY0', 'NG']	2	5	[524.4780976479658, 2838.891099994443, 4372.900943452783],[521.0243076500718, 2686.7022801477524, 3160.878357820232, 4618.453121197103],[562.4647805489535, 2678.658409042943, 3199.5215053200545, 4578.209816032999],[606.8269585438381, 2590.2598955501635, 3012.691070400811, 3803.7495814172926, 4752.98111686313]	[547.5704066403902, 126.74537433887107, 826.5737258744131],[88.567633562595, 238.86745188024832, 551.0959883143686, 470.420840640364],[143.0267369027368, 122.45256673395629, 292.45114504711023, 378.58605197655476],[69.39683217241416, 122.9362504091069, 198.56139633470738, 525.7159618187513, 178.09657510847103]
IY	0	TRAINING	496.8	2800.6	3444.7	123.8	279.3	831.1	119.791	119.738	119.898	0.16	11	4	6	2	4	0			500.6	2736.8	496.0	2801.5	461.5	2912.1	461.4	2916.8	441.1	3011.8	N	NG	['CH', 'R', 'EY0', 'N', 'IY0', 'NG']	4	4	[427.95510494088046, 3001.418991354282, 4670.371256861458],[496.8420034022467, 2800.5714552080362, 3444.6908023989618, 4824.81104566732],[591.087154769622, 2736.867020475728, 3353.8300525214345, 4627.720298542123],[614.1542282476464, 2701.9931539537247, 3149.8163969911866, 3584.488618235033, 4669.73478074536]	[774.236473359296, 220.19278780586998, 763.4458143369388],[123.76476759964577, 279.29712101236515, 831.0817773176977, 516.1336360427089],[184.0780361960672, 126.01692309744541, 247.174788124204, 367.6284459175827],[90.27446182787779, 194.634536843856, 869.6004190907009, 1493.2327060915266, 407.3317960778061]
AH	0	EFFECTS	804.3	1887.8	3084.8	199.3	205.9	559.9	120.349	120.33	120.388	0.058	6	3	2	1	0	1			795.2	1867.2	805.2	1891.9	711.8	1730.4	673.1	1711.3	664.1	1711.1		F	['AH0', 'F', 'EH0', 'K', 'S']	0	6	[1078.622236121849, 3121.763889138602],[701.1540455676973, 1837.8164135172522, 3147.954456200197, 4524.481491455885],[770.2482930504871, 1907.882274516226, 3121.615854538465, 4236.241897853386],[804.2996110845796, 1887.8140309207906, 3084.778461398112, 3575.8783197629514, 4617.485570803837]	[931.4785101339679, 579.3076122464075],[229.48079200270283, 378.4235280980983, 164.7502020837911, 699.3335563707931],[259.9782585806651, 283.39309399262015, 869.1470780629097, 521.489716174338],[199.25896509535957, 205.86126135557623, 559.9132382181473, 1214.263822795685, 579.5207280837625]
EH	0	EFFECTS	804.9	2020.6	2873.2	161.7	184.7	152.5	120.489	120.469	120.529	0.06	2	1	6	1	1	3			767.0	2035.7	807.5	2022.2	807.2	2038.4	785.8	2051.2	770.1	2078.0	F	K	['AH0', 'F', 'EH0', 'K', 'S']	2	5	[824.200717447239, 2450.1336228468554, 4694.182963970816],[718.3941457626852, 1962.7715130123977, 2841.002352219044, 4709.57875630358],[804.8870579765005, 2020.6277025536858, 2873.204633900504, 4559.694202928099],[805.3061058875447, 2019.3963678375962, 2672.829595739465, 3587.5578543295787]	[510.7922918997658, 483.46659349103595, 1868.2491553886707],[175.49548171955286, 495.2261082038327, 385.5457922489251, 355.7239300691968],[161.7310293188813, 184.6960597009042, 152.50285771423708, 308.4358149029682],[158.26664062902273, 177.0291953627689, 1941.86554287983, 465.49683366752333]
IH	0	AMBULATION	551.1	2335.4	3252.8	110.6	240.4	618.2	120.701	120.673	120.758	0.085	1	4	1	2	0	5			495.4	2316.0	554.5	2338.0	557.2	2339.5	551.9	2345.7	540.2	2374.6		M	['IH0', 'M', 'B', 'Y', 'AH0', 'L', 'EY0', 'SH', 'N']	0	4	[561.0315680584364, 2584.0884893536945, 4564.317451420474],[551.0573484248048, 2335.3928036178877, 3252.842517979041, 4724.4918013019205],[628.956364943733, 2347.6547449681743, 3237.8198692876667, 4623.740351687194],[639.1975094520529, 2342.6151410548177, 2753.3699200521723, 3289.4678207394736, 4625.451626147273]	[621.7687481183939, 342.14828952372295, 683.1727623090056],[110.64344269807381, 240.3931375097185, 618.1716947448658, 329.56037087855003],[157.4694393079156, 87.96629684906762, 248.5830759185438, 261.4080931566999],[129.20603231415114, 99.16365905602729, 2644.995279010388, 901.1496211880509, 251.91474244865037]
AH	0	AMBULATION	682.2	1808.1	3024.9	228.9	172.5	104.5	120.872	120.856	120.903	0.047	6	5	4	2	9	1			673.9	1844.9	682.2	1808.1	698.1	1750.6	715.0	1751.4	724.0	1767.2	Y	L	['IH0', 'M', 'B', 'Y', 'AH0', 'L', 'EY0', 'SH', 'N']	4	6	[893.7521937030036, 2840.15805074058],[569.9131119159405, 1830.553252186442, 3109.947537857917, 4804.5644427757225],[585.6250628645337, 1811.4288627478068, 3052.9535020437174, 4527.227073307117],[682.2047391218729, 1808.1496685728123, 3024.8601077182752, 4418.47328899196]	[1042.3385736288772, 1193.0917125264773],[448.3072150401746, 1005.9211850337394, 377.3819419608494, 366.0085461685592],[302.64396566158695, 354.26532940247364, 143.5562547893776, 288.142077550802],[228.85164056751447, 172.51626299976255, 104.53373808047874, 719.3078594995875]
EY	0	AMBULATION	397.6	2233.2	3247.5	254.0	277.1	208.4	120.947	120.934	120.983	0.049	21	3	5	1	7	3					2142.1	3110.2							L	SH	['IH0', 'M', 'B', 'Y', 'AH0', 'L', 'EY0', 'SH', 'N']	6	4	[2381.0452212158766],[397.5764791907123, 2233.1615039971653, 3247.476453887014, 5117.1756958875285],[463.0093163356732, 2243.4884873607098, 3227.34561214078, 4849.4255277663315],[522.410993814626, 2214.6093314881145, 2765.8630203727753, 3316.901559791415, 4769.679240546832]	[1328.5395925929918],[253.98544126278, 277.0668017271396, 208.4460554365274, 527.4740613398052],[378.09982114124085, 184.00855594629851, 145.8930620402394, 969.9992134758311],[340.2967950403226, 213.55123647186022, 1821.2945658962853, 670.2958291664105, 565.3267876358109]
IH	0	IN	495.6	2085.7	3251.7	276.9	189.6	208.8	121.175	121.162	121.2	0.038	1	4	4	2	0	0			491.4	2082.6	495.6	2085.7	512.0	2126.6	513.0	2165.0	513.0	2165.0		N	['IH0', 'N']	0	4	[1903.4971968170773, 3169.579408977512],[495.62726948343834, 2085.6572719667265, 3251.7454570358213],[478.4790845642515, 2050.7890350643993, 2445.9816421977525, 3300.233900803736],[597.0705951691771, 2020.6701645397739, 2827.988953998007, 3404.709002630125, 4969.148409359803]	[913.3684294547234, 777.0559169167348],[276.91808480986435, 189.64675850749998, 208.79874175185125],[186.63379971229998, 262.83993132100505, 1894.2907920987313, 228.54878853646525],[212.6558053038056, 103.82799468820481, 452.3913407391273, 192.69672952860802, 315.7989541286513]
IY	0	PEOPLE	288.9	2056.2	2926.5	80.2	323.4	393.1	121.335	121.324	121.358	0.034	11	1	1	1	1	0			288.9	2056.2	288.9	2056.2	300.1	1929.1	302.4	1798.3	302.4	1798.3	P	P	['P', 'IY0', 'P', 'L']	1	5	[2213.2134831412013, 4349.363753067044],[457.80206185325966, 2455.2858056741393, 3570.874654615876],[288.8588262603279, 2056.1792420102547, 2926.5106567070884, 4088.363335104282, 5078.11895096799],[307.5216127687072, 1917.2948754141553, 2699.204347172572, 3757.147551698392, 4754.096472995793]	[678.8804568073731, 1222.6880764266498],[305.7847687231086, 537.8460198565313, 848.8646983408825],[80.17396869916814, 323.43928975996675, 393.07629951832774, 834.7543990747167, 605.5674947424527],[146.32105327602525, 753.4037227468464, 232.08205391445773, 290.48836712487577, 251.71362662818407]
AH	0	WITH	712.8	1617.0	3202.7	297.4	176.0	160.3	121.487	121.478	121.506	0.028	6	3	3	1	9	0			712.8	1617.0	712.8	1617.0	709.6	1625.3	688.7	1639.3	688.7	1639.3	W	TH	['W', 'AH0', 'TH']	1	6	[1285.4561133566974, 3432.940204915275],[467.0307711314916, 1517.1263308955656, 3285.531924739992, 4864.541627013155],[554.3906884329454, 1588.1345005134538, 3238.5126798684823, 4453.933934241932],[712.823508114597, 1617.0451098255567, 3202.6943825875705, 3681.511445630938, 4842.064995928118]	[744.999993801279, 650.526013981627],[564.0195259269224, 474.27773714696224, 208.26277600224515, 624.2058919166991],[562.7535957833272, 312.51854592970676, 132.02798865569588, 610.056608410769],[297.40309560838057, 175.96348333057654, 160.31485692090726, 1382.1713374813778, 559.1375103142421]
AH	0	SPINAL	703.8	1605.9	3068.0	615.7	269.5	418.2	121.662	121.645	121.697	0.052	6	4	4	2	1	0			631.0	1556.3	716.3	1615.9	800.5	1684.6	746.1	1686.6	680.9	1680.4	P	N	['S', 'P', 'AH0', 'N', 'L']	2	5	[1392.5350786362098, 3226.219845715307],[575.8236825940726, 1585.5797181400537, 3245.7040245826297],[703.7700386544162, 1605.888687598613, 3067.9691551854357, 3741.1238159068594],[603.3346519395392, 1319.3177937194566, 2414.2411751135614, 3304.9920778865494]	[462.7759747539352, 606.5098461435477],[953.8806715019238, 495.8203441769516, 348.9488408727733],[615.7308238249094, 269.5197285646056, 418.170272257779, 731.2530351992718],[785.3418119252319, 448.2390140969382, 659.9725361967759, 485.4203851788802]
OW	0	CORD	674.3	1815.5	2603.1	461.0	203.8	109.8	121.892	121.885	121.914	0.029	62	1	4	2	6	0			674.3	1815.5	674.3	1815.5	657.1	1831.2	602.6	1874.5	602.6	1874.5	K	D	['K', 'OW0', 'D']	1	6	[1961.0948471076956, 2802.7031507019333],[847.8847057928303, 2444.6246836040596, 2993.7169683280367],[394.2819515758394, 1689.4714511592274, 2563.7610146287266, 3212.5768770691707],[674.2642963850915, 1815.549106577637, 2603.1381629068997, 3266.9380649639024, 4800.007545470082]	[1474.7747971396418, 396.64427894058645],[851.2465541411945, 659.3917345485011, 517.1327158642837],[317.7630208542692, 385.73072261791935, 214.04269940502837, 336.4399224944575],[461.00471301046235, 203.75024860166155, 109.84357363504705, 185.9358246705362, 636.3845272362887]
IH	0	INJURY	421.0	2382.7	3222.0	291.1	217.0	227.4	121.966	121.935	122.027	0.092	1	4	4	2	0	4			405.6	2339.5	422.1	2387.7	446.7	2372.6	436.2	2311.4	402.9	2289.3		N	['IH0', 'N', 'JH', 'R', 'IY0']	0	4	[2566.595723944446, 3325.904821983711],[421.0350036414368, 2382.7023151337607, 3221.981648737221, 4516.729224985729],[414.9303709413882, 2372.9099523631753, 2732.6199139924115, 3464.497089890341],[494.9829188862515, 1886.2245341881107, 2865.5295828620287, 3407.9213077473105, 4468.935560250799]	[824.9435199167212, 933.0361600072214],[291.0978040737028, 216.99620377486943, 227.3543124151022, 847.0496254811776],[217.64746168282193, 278.64137093947966, 1891.7924868895439, 731.3454512353196],[516.1456624966144, 486.22834441365734, 264.50967748189925, 352.08434965224586, 304.2685893985539]
IY	0	INJURY	437.2	2565.0	3415.9	170.5	184.5	952.9	122.24	122.209	122.303	0.094	12	0	0	0	7	0			474.3	2510.4	430.3	2565.5	369.2	2619.9	279.2	2705.3	292.8	2759.0	R		['IH0', 'N', 'JH', 'R', 'IY0']	4	4	[803.2800266895151, 3113.328469941391],[437.1534126737951, 2564.9513928217234, 3415.9132131584392, 4796.680234384006],[439.9208388070945, 2182.908809093222, 2927.148295555205, 4297.221781526133],[525.191372888827, 2496.422085629875, 2931.5980331144947, 4032.8266930966643, 4871.062099090445]	[727.1000521352315, 373.66499737964057],[170.46726792415163, 184.52093019494797, 952.917047469244, 298.4000456891693],[189.19237344624977, 1717.5023817806627, 385.84371560240965, 501.4656288889139],[227.28830791542717, 201.70213620502264, 492.3410686133791, 724.2064898048685, 167.24830962162494]
AH	0	SO	600.0	1770.2	3199.1	223.9	287.7	465.7	123.87	123.854	123.902	0.048	6	0	0	0	3	0			577.1	1751.9	606.0	1776.3	610.7	1807.9	591.8	1820.9	569.6	1817.3	S		['S', 'AH0']	1	6	[557.1722605245217, 2948.0655655842484, 4576.316220350709],[495.9926129610758, 1711.7897357199413, 3266.8402588143044, 4698.897571608718],[548.8838714118588, 1809.7040847429523, 3221.687483858078, 4570.293672383943],[599.9779759198927, 1770.2010385003252, 3199.105516366326, 3455.522046509221, 4578.876491904988]	[440.83984245471873, 997.5745075439887, 900.3082621669039],[355.5248886453345, 1047.815751679521, 319.69005753135883, 199.0963909640981],[295.8580218993374, 421.3424801160161, 113.07739684139553, 156.77188984891427],[223.91991552466388, 287.6810726917863, 465.71317880088696, 2560.3773913939863, 166.68329969790105]
AH	0	THEY'RE	573.7	1957.1	2983.1	228.0	204.1	110.4	123.949	123.935	123.976	0.041	6	6	4	2	3	0			563.6	1955.3	573.7	1957.1	580.5	1951.5	574.8	1951.7	575.7	1951.8	DH	R	['DH', 'AH0', 'R']	1	6	[433.8989805752349, 2725.895874509206],[472.536832260384, 2129.136117394024, 3111.390559494947, 4759.178696428752],[473.334926518609, 1963.1208324559482, 3012.8945173962074, 4478.203759831135],[573.6897539137361, 1957.104315094667, 2983.138452851874, 4343.6583300037055]	[954.2354189747994, 650.6080968587203],[473.8903916932356, 1236.9388351056527, 640.1084705188977, 445.8584401307177],[211.67324997561656, 448.6986978544958, 195.28642980543447, 311.96324733346376],[228.01089153844583, 204.07479311603726, 110.44711952966767, 524.9157616758157]
AY	0	KIND	1007.7	2173.5	2827.7	883.2	398.4	368.0	124.116	124.115	124.169	0.054	41	4	4	2	6	0		m	776.5	2104.4	601.7	1977.4	582.0	1948.1	585.6	1916.8	617.6	1989.4	K	N	['K', 'AY0', 'N']	1	6	[2055.5254625944453, 3101.1560781015705],[1051.1438406252073, 2451.1130697367103, 3426.9383979891545],[731.2103266613458, 2090.8383511602615, 2777.8667816256493, 3766.3470662565255],[1007.6681521909741, 2173.4714700969125, 2827.6784202649656, 3708.025608611362, 4814.793966196985]	[1072.03961343305, 2255.6532059367155],[1161.3914759715676, 636.9396945984824, 642.2745978248616],[864.5517700628793, 860.1181854011202, 654.9095765214349, 737.7020583461219],[883.2416368421542, 398.40457453119035, 367.99591203384153, 694.0216133488185, 267.0666430310978]
AH	0	OF	580.5	1942.9	2927.3	185.3	133.8	354.0	124.213	124.199	124.241	0.042	6	0	0	0	0	0			585.5	1932.8	578.2	1947.8	559.3	1973.0	536.1	1988.5	527.0	1993.6			['AH0']	0	6	[1225.6496820528314, 2906.9614025007468],[473.02835070908264, 2026.4634698295172, 3145.9615922098537, 4580.841254138882],[463.7203518825842, 1969.003102798943, 2948.9582987173358, 3336.0903799533644],[580.5025811859156, 1942.9114167240457, 2927.2830876353614, 3390.107646346117, 4613.964026080111]	[2284.292016198583, 1053.701439968686],[261.7468801328061, 349.0269559410481, 278.43829337795535, 392.2715182946092],[191.78862657441093, 376.4935312264051, 2153.776559259773, 1193.713159274492],[185.32957414515352, 133.76036807035456, 353.9658551586142, 471.30931452036515, 258.1660474543456]
EH	0	SPREAD	698.0	1685.8	2378.1	177.5	162.3	121.4	124.391	124.365	124.443	0.078	2	1	4	2	8	0			669.6	1644.2	700.0	1692.1	721.6	1761.9	726.6	1833.0	713.2	1893.4	R	D	['S', 'R', 'EH0', 'D']	2	6	[672.8917562476004, 2132.1372628184763],[713.4142243926373, 2049.2994071678677, 2938.9534962360167],[547.9982746311282, 1556.150830657216, 2301.1552645960633, 3416.5272795617966],[698.0089625205344, 1685.8094887957711, 2378.062661271672, 3447.104779006354, 4932.838418708362]	[1039.7488598282343, 618.7380490831728],[702.3780253474548, 569.7696569208775, 974.9669194161903],[218.07192415447224, 482.2942830950135, 305.70186844819796, 714.492839922639],[177.5070754177407, 162.340206533993, 121.41058580491543, 247.3723864317465, 557.7268673003472]
AH	0	OUT	807.8	1855.8	2916.2	245.4	212.6	216.8	124.49	124.475	124.519	0.044	6	1	4	1	0	0			787.3	1845.2	807.8	1855.8	846.0	1875.3	868.5	1846.2	876.6	1828.2		T	['AH0', 'T']	0	6	[1254.9012846771614, 2891.202090336006],[624.5026895099811, 1793.6315142110586, 2974.346262622279],[757.844843941113, 1907.400975032845, 2976.231336821737, 4396.929179334858],[807.8339065419611, 1855.830220048007, 2916.18334443259, 3435.269795774769, 4888.628863809491]	[897.3587125982983, 530.9878065007833],[389.7319042495318, 539.8465073005458, 282.2636647126303],[409.9825478383967, 352.5649243297534, 196.3839831808176, 1162.7996449465543],[245.3598047750764, 212.62707773981597, 216.84183506173176, 931.1154432732807, 583.8428131253792]
AH	0	TWENTY	658.5	1435.7	2662.3	447.8	313.1	235.0	124.689	124.676	124.716	0.04	6	4	4	2	3	1			663.6	1431.1	654.2	1439.3	639.5	1465.7	630.7	1528.1	628.6	1541.6	T	N	['T', 'AH0', 'N', 'IY0']	1	6	[1039.8550674593444, 2935.2221919375925],[909.4646591380638, 2067.978802857079, 3116.4014091071026],[451.5429862858232, 1296.1891822941352, 2584.055117876126, 3301.9750267400177],[658.5208330393498, 1435.734032458603, 2662.3027738217083, 3389.3783643482807, 5045.550772023951]	[760.3710498524266, 519.3509797139654],[584.7769475147386, 1791.6757857424602, 516.9356555903813],[303.559491934542, 324.68477587396967, 519.6126517495966, 429.506061833395],[447.8049024422828, 313.1446007108374, 234.9513579548076, 233.62401477657633, 487.62295387680956]
IY	0	TWENTY	581.6	2158.6	3115.4	193.9	159.8	333.9	124.763	124.744	124.801	0.057	12	0	0	0	4	0			576.3	2073.8	582.6	2168.0	577.4	2197.4	529.6	2144.7	454.2	1990.3	N		['T', 'AH0', 'N', 'IY0']	3	6	[1887.2184333585994, 3835.1903625488007],[436.5289456209772, 2296.1435389550393, 3258.1149498930063, 4719.71346207873],[468.32603139642686, 2224.225794332798, 3167.4612598159374, 4437.324656011227],[581.6225482239593, 2158.5973823409954, 3115.4489633312733, 3711.743853768914, 4551.653659011668]	[961.3154833949806, 1465.2776737717588],[243.62589644169205, 509.48913389331557, 457.9502478577582, 488.8828537382302],[289.4186321165987, 262.7151523107982, 368.3886033920579, 382.7370198701112],[193.94516528630268, 159.80348771653252, 333.9471467386125, 1333.6479913786943, 449.1670695951254]
