 , , M, , , , 

vowel	stress	word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	cd	fm	fp	fv	ps	fs	style	glide	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	pPhone	fPhone	allPhones	index	nFormants	poles	bandwidths	plotmish - changed	plotmish - removed	plotmish - note	plotmish - annotator				
IH	1	INTO	366.2	1514.0	2367.4	319.1	410.9	160.9	46.359	46.349	46.378	0.029	1	4	4	2	0	4			366.2	1514.0	366.2	1514.0	373.9	1548.1	380.6	1581.5	380.6	1581.5		N	['IH1', 'N', 'T', 'UW0']	0	5	[2005.1224236772075, 3111.644922050674],[1015.2993069803763, 2271.9662358479613, 3244.600457111436],[366.2233535118199, 1514.017348694265, 2367.397425891287, 3253.7182073902613],[353.75578189543165, 1379.651599734137, 2182.7120995367063, 2727.4959629887912, 3266.8581091891065, 4711.564053153444]	[906.1297931147128, 629.4858536605228],[1061.9315905059204, 307.1332260386549, 173.07406689366218],[319.0742458212102, 410.9024920043392, 160.93647051645857, 73.6028521909074],[152.32651908140735, 359.88740945212123, 329.5323782967095, 968.3177604101484, 75.46516084851837, 363.5277176501941]				
UW	0	INTO	397.3	1605.4	2589.6	83.7	108.3	282.0	46.446	46.439	46.468	0.029	73	0	0	0	3	0			397.3	1605.4	397.3	1605.4	399.1	1603.6	400.5	1603.2	400.5	1603.2	T		['IH1', 'N', 'T', 'UW0']	3	5	[1723.7818350321497],[400.83170925852266, 1716.5649796961013, 2889.0917948470883, 4460.306481093313],[397.348546635831, 1605.4380598482699, 2589.5629233348686, 3725.522446211225, 4583.403255310313],[396.22944996713505, 1604.5624137941572, 2195.4732056936373, 2959.0479276910364, 3974.3310988752305]	[995.4106623742383],[387.5567164822055, 300.04313049180143, 458.34116746204165, 527.1708484533187],[83.74475336093957, 108.2954375574305, 282.00170261517474, 927.4678375201182, 932.7305624763716],[78.79850690776104, 372.2812073314045, 1699.6915387474673, 548.2251135051716, 682.4232902618444]				
AH	1	THE	583.4	1542.4	1827.3	162.1	140.8	928.1	46.509	46.499	46.529	0.03	6	0	0	0	3	0			583.4	1542.4	583.4	1542.4	597.7	1540.3	610.4	1536.5	610.4	1536.5	DH		['DH', 'AH1']	1	6	[1481.8862034134756, 2586.1909848443047],[653.1040533647846, 1583.203413662566, 2646.80132104477],[622.1244244445696, 1563.6381131942826, 2589.422683030273, 3103.485441887038],[583.4437911732776, 1542.4482034392984, 1827.2512723854131, 2651.2093401331035, 3674.9836810299016]	[215.1812759268401, 358.6041385610256],[411.4282525344312, 114.44995473753872, 140.4077610537803],[254.3483354799195, 91.0760521338684, 597.211067889701, 1275.4911594117432],[162.0527982274454, 140.8157620544438, 928.0920901152832, 124.89930451125755, 827.4075012546892]				
AW	1	HOUSE	675.1	1319.0	2359.6	133.5	56.8	941.6	46.566	46.559	46.649	0.09	42	3	4	1	0	0			660.1	1300.3	609.3	1260.5	557.6	1239.7	527.4	1222.1	492.6	1202.9	HH	S	['HH', 'AW1', 'S']	1	6	[1246.6810589925833, 2568.436834166763],[784.2703933010993, 1319.5778121324051, 2591.3663670197034],[698.7142131427638, 1331.1060896078964, 2526.477338546215, 3386.718680419316],[675.0761211577429, 1319.0267333064935, 2359.6468172222208, 2558.0390260771596, 3739.891920769984]	[163.22793673148738, 250.1302465868992],[794.17555621671, 215.64388765365504, 141.89747370299128],[187.60715507564817, 63.2956364339181, 105.64242799541981, 1042.5233629951078],[133.47891665871538, 56.843432971054675, 941.5869430263268, 564.7651378484353, 774.4020290964522]				
AH	0	WITH	327.5	1565.0	2709.8	94.0	321.1	245.1	46.728	46.718	46.749	0.031	6	3	3	2	9	0			320.6	2193.4	320.6	2193.4	318.6	2264.5	318.7	2274.3	318.7	2274.3	W	DH	['W', 'AH0', 'DH']	1	5	[1434.7640841932232],[320.6049136163267, 2193.4268866534744, 3098.6784626604685],[327.4527404119448, 1564.9619808335515, 2709.752206466851, 3768.727673335265],[324.5733162874571, 1538.2761664897712, 2100.3777059967533, 2819.532684028319, 3857.745084480461]	[827.92089402634],[464.76756603303124, 1150.0695930720026, 1052.4081762503565],[93.96663541525646, 321.08092610829624, 245.11260571778766, 521.7029368597357],[80.60607200917566, 513.6701587121901, 1825.3105278394223, 349.88564019922234, 386.6472389810387]				
AH	0	THEM	415.0	1610.1	1952.8	155.2	179.3	1157.7	46.849	46.829	46.888	0.059	6	4	1	2	3	0			418.8	1600.1	413.9	1609.7	402.9	1592.0	385.3	1541.7	368.6	1477.0	DH	M	['DH', 'AH0', 'M']	1	6	[1706.8187249345244, 3316.9799445569133],[1694.527133524825, 3161.4593396225578, 4027.0592268608493],[432.92538721975905, 1633.9224944242908, 2580.2203184513414, 3481.61360065322, 4502.561901947116],[415.0188808136579, 1610.1080838017142, 1952.8408575849112, 2720.859873150476, 3541.203838062953, 4503.375906290694]	[478.23472933943617, 744.1721953914339],[400.5069793698151, 812.7225147151119, 1571.7205837325612],[245.65456196285712, 122.5863725082867, 409.4041618180241, 382.3862946418402, 994.3666114504422],[155.194919712452, 179.3076883265504, 1157.6885406290933, 380.0085240316699, 238.38931335868577, 437.6076286563221]				
EY	1	THEY	444.8	1642.0	2389.4	39.3	84.7	111.2	47.073	47.039	47.109	0.07	22	0	0	0	3	0			424.1	1738.7	437.9	1696.9	445.3	1633.2	447.6	1523.6	443.8	1401.3	DH		['DH', 'EY1']	1	5	[1971.4484925735158, 2942.030347996124],[1587.2670997116525, 2465.0592683604445],[444.7803446015372, 1641.9505250403165, 2389.425639962263, 3228.441115068403, 4542.272298578727],[441.8719176250681, 1628.7637138380087, 2102.2887294984803, 2441.494856659646, 3242.0789961864425, 4519.254598975011]	[764.6166033438113, 753.937267271573],[1678.9729828668267, 667.1271617425747],[39.347993892949646, 84.73157973354216, 111.23221045251746, 83.30484250372334, 823.880140100098],[32.30749935228098, 100.82490802201507, 1629.6932618890883, 605.7093625175931, 76.755905821301, 491.1433117650078]				
ER	0	WERE	482.1	1220.8	2444.5	658.9	214.9	456.6	47.166	47.149	47.199	0.05	94	0	0	0	9	0			479.7	1221.9	482.1	1220.8	485.6	1215.6	506.2	1238.3	519.4	1262.4	W		['W', 'ER0']	1	4	[843.894203734137, 2153.145103884927],[482.06643194561394, 1220.75484232807, 2444.5195701865277, 3670.8704175105872],[476.0399860196438, 1214.2553001387357, 2271.9486157603633, 3393.642184216336, 4214.590046724919],[467.7035903659367, 1204.8278150619765, 2199.4612049377965, 2764.751993569215, 3547.3872866780775]	[1252.0554686238463, 722.7380417273885],[658.9444664486955, 214.91002404790976, 456.5647092321742, 376.972537127978],[94.74349064553279, 39.75069292438399, 149.1955852932031, 340.51365570663654, 1390.251908323839],[46.54228614872385, 25.336828945993727, 218.27217288785198, 952.4594239944954, 279.8261526283719]				
AE	1	BRAND	551.7	1809.2	2497.7	213.8	146.6	416.2	47.489	47.439	47.588	0.149	33	4	4	2	8	3			575.3	1733.1	549.9	1815.9	531.7	1862.3	497.9	1878.0	486.3	1849.2	R	N	['B', 'R', 'AE1', 'N', 'D']	2	5	[640.4558458368344, 1997.2875338197803, 3230.774237238817],[577.10129844876, 1876.3474885934286, 2723.17066612514, 3406.4726985302577],[551.6981274036817, 1809.216319050166, 2497.7211472151816, 3343.940143166445],[598.4921428135056, 1752.9521640720384, 2410.2609184554735, 3237.371425149764, 3582.887902660493]	[1472.9664945293632, 289.8315678276726, 240.22587473769389],[572.6912794527043, 205.62358014610774, 597.0232693115172, 232.89686810132653],[213.7683464716334, 146.605144465252, 416.22555128949534, 608.9651739012207],[268.3031832056197, 301.3223957594197, 278.0037262127477, 319.95566729333075, 852.8118138755189]				
UW	1	NEW	343.2	2039.5	2916.8	153.0	130.7	544.6	47.835	47.758	47.989	0.231	82	0	0	0	9	0			348.7	2088.0	341.7	2036.8	341.6	1961.4	343.6	1908.7	343.1	1870.7	Y		['N', 'Y', 'UW1']	2	4	[2091.8478071554605, 3814.9125862688675],[343.1873142245033, 2039.4643977299947, 2916.785796666236, 4289.269648782995],[334.1001882355558, 1853.4754280542113, 2312.5011831624897, 3268.703104662496, 4419.746601971053],[333.424559044919, 1844.924066935562, 2270.3756939233795, 2483.3101475087756, 3286.906477591221, 4429.613982518552]	[329.45635294501363, 1195.7413499494162],[153.04011047377193, 130.74864478406576, 544.6073161704023, 788.9875497927776],[18.727718703305882, 125.06414979799528, 163.79170046219897, 193.57352172746994, 197.9960790059684],[15.421810219661948, 151.2550013506803, 1322.4129919184277, 2390.7546981963915, 218.40529288279396, 174.7647319285235]				
AE	1	AND	706.2	1735.2	2868.2	360.9	255.8	779.4	48.389	48.359	48.449	0.09	3	4	4	2	0	0			901.3	1902.8	692.5	1724.8	659.2	1714.7	654.4	1699.7	615.9	1696.9		N	['AE1', 'N']	0	5	[1582.658238226869, 2955.9942295024334],[762.8452100090042, 1793.620678148348, 3004.8316790227195],[706.2347805702884, 1735.2077887561848, 2868.2044111385844, 3334.062479712126],[712.9165896402324, 1627.9128725158248, 2353.0771070475166, 2978.506712680026]	[550.8893149467608, 495.545141345814],[763.7382867413259, 436.08723841399006, 304.85324285323406],[360.90543684332295, 255.78649738033207, 779.4288280027957, 872.6722398378083],[335.5420017372134, 973.1502403078147, 1166.9636697079197, 422.49168142014355]				
AW	1	NOW	662.1	1614.1	2850.0	252.8	98.9	362.4	48.557	48.529	48.699	0.17	42	0	0	0	4	0			686.3	1604.9	754.3	1515.7	716.2	1372.4	647.8	1305.1	523.4	1274.7	N		['N', 'AW1']	1	5	[1583.2960530278851, 2943.57316484913],[841.9623488223218, 1653.6323312120069, 3052.4293606576352],[662.0766244441455, 1614.111105121058, 2849.981167600937, 3275.150627618491],[627.7420750789814, 1129.123992294412, 1725.4486364541774, 2838.503211492462, 3357.8652671985437]	[276.41828901274357, 263.1976788457745],[667.3226869443959, 360.3200257191098, 206.1260285372324],[252.83372998621985, 98.93680994680354, 362.35828601714087, 579.1896139835253],[670.5044318663557, 1685.9907696469825, 105.03961450130807, 242.2478000565205, 430.35201272911877]				
AH	0	THE	422.1	1608.8	2838.0	119.1	59.3	182.8	48.749	48.739	48.769	0.03	6	0	0	0	3	0			422.1	1608.8	422.1	1608.8	419.5	1614.8	419.1	1618.2	419.1	1618.2	DH		['DH', 'AH0']	1	5	[1578.1018838281325, 3249.7128931193483],[414.04924282415834, 1642.2521937146882, 3005.483585009291, 4163.729675174409],[422.1349575354371, 1608.801124647824, 2838.043800836693, 3832.029548417567],[412.09647927808413, 1556.2984087815069, 1833.1554405909565, 2853.154272218156, 3801.6205597306252]	[486.6737620100791, 799.3048737261925],[423.4794936715644, 163.0938428167715, 284.0025798430434, 436.7600310332841],[119.14247291546377, 59.26339220931482, 182.78354056735768, 412.3803279122102],[80.29882531961088, 605.3460676762652, 1124.313053075746, 147.71036200549656, 286.46161682178075]				
EY	1	STATE	480.5	1869.2	2750.3	61.9	76.5	565.2	48.943	48.928	49.108	0.18	21	1	4	1	3	0			433.4	2015.1	410.6	2167.2	379.0	2217.3	345.5	2147.3	360.3	1932.8	T	T	['S', 'T', 'EY1', 'T']	2	5	[2349.138153996163, 3672.7906685985026],[495.3107989488747, 1914.4063088748983, 2959.355264761886, 4428.600049128961],[480.5169485260178, 1869.1864231116156, 2750.2899438615523, 3184.9333749776483],[475.1801974105107, 1614.8415723212288, 1897.159251833214, 2781.5777528205863, 3414.623217432915, 4607.805976242351]	[574.4561405680415, 1134.2168385229177],[195.09894046478448, 92.43825388423636, 244.17702080838447, 881.6561822365961],[61.907205729323884, 76.46991097004708, 565.222424793989, 818.4987409287866],[53.021801087456005, 1411.8606772944122, 326.49736649471515, 296.36814124165744, 572.8646471595804, 489.25390117725306]				
AH	0	OF	505.2	1428.8	2560.3	80.7	88.0	123.8	49.155	49.138	49.188	0.05	6	3	2	2	0	0			514.4	1447.3	505.2	1428.8	492.0	1403.1	479.7	1386.1	466.2	1367.8		V	['AH0', 'V']	0	5	[867.8577098762454, 2341.0223876775826],[884.7598017410703, 2052.2413637789027, 3319.8699886291533],[505.2368158236204, 1428.8271456350676, 2560.2684916664184, 3518.394613644249, 4540.981199009993],[498.38992524738825, 1414.3872034526116, 2164.0023451461843, 2593.4664621416605, 3551.029535432438, 4560.090538839896]	[1207.2925987348542, 1464.4701014793582],[830.1394634295197, 990.9107996090337, 928.0884790655208],[80.69050208000472, 87.98894182674714, 123.77863815767128, 275.74896917728944, 816.9854851241475],[61.181955561968046, 95.53883421944784, 1831.7455857705072, 333.2932191003533, 190.65389948724587, 526.9249211028001]				
EH	1	THEM	503.5	1706.6	2564.0	69.3	126.3	286.8	49.311	49.288	49.358	0.07	2	4	1	2	3	0			495.9	1701.6	503.8	1706.7	501.6	1694.5	495.9	1660.1	482.8	1616.6	DH	M	['DH', 'EH1', 'M']	1	5	[1816.0615194667466, 3282.583519978392],[546.3308759422213, 1920.607630570991, 3222.176983890943],[503.50818870503485, 1706.5797252167679, 2563.984806451834, 3456.2812624271965],[498.4116993563514, 1265.092245391968, 1996.5242459997587, 2859.1620308282722]	[1164.4134692933985, 1232.6831288870426],[436.9000961718757, 345.91149225018825, 400.8445670671746],[69.27069689246665, 126.29002671497484, 286.84356374384896, 171.26936063554226],[244.44669043688248, 2168.13431901662, 129.8525075840486, 184.69463512558568]				
AW	1	NOW	733.9	1703.8	2620.6	173.0	139.6	831.8	49.621	49.548	49.919	0.371	42	0	0	0	4	0			734.4	1702.3	754.5	1536.4	775.5	1324.6	666.9	1199.9	538.6	1036.7	N		['N', 'AW1']	1	5	[1673.0570995645155, 2899.9877378710407],[822.0652670973687, 1762.7992378179101, 3102.499054053988],[733.8729802866515, 1703.8099439725574, 2620.6106632320134, 3187.213711347626],[703.7658065429143, 1517.3503693789578, 1749.3084005328367, 2777.2469158291915, 3238.946623821627]	[426.1861280964802, 258.5915824577156],[450.1268713344045, 247.5648972304099, 222.79268134598536],[173.00697629531376, 139.55737456138206, 831.7669581410499, 294.0671919922925],[183.48063756541458, 1777.5421670675962, 150.08872869053687, 461.35732459169964, 266.0292532790231]				
AE	1	THAT	782.0	1771.4	2797.6	131.8	176.6	272.7	50.585	50.539	50.678	0.139	3	1	4	1	3	0			721.2	1822.8	784.9	1764.8	821.1	1988.6	749.3	2037.2	632.5	1328.6	DH	T	['DH', 'AE1', 'T']	1	4	[1050.1396286108738, 2185.0035100590926],[782.0004973288904, 1771.3932051900954, 2797.55670540278, 4379.77681626369],[759.6501830242103, 1705.5143016247573, 2603.0236724080705, 3500.259598066708],[764.911708043878, 1699.3108661537851, 2566.90853636209, 3029.516935478665, 3669.8218459791747]	[812.2754882001506, 890.828315522844],[131.81979522560232, 176.57323069371236, 272.65583108472174, 1084.0521295136168],[49.366260285674734, 94.32291003181427, 223.30269115322554, 554.8818807715791],[45.82952475581695, 79.22979435734214, 268.7965119439604, 1223.6783058165602, 769.2177190620043]				
UH	1	WOULD	355.0	1670.3	2580.6	35.7	111.2	246.8	50.825	50.808	50.858	0.05	7	1	4	2	9	0			363.6	1632.9	355.0	1670.3	342.3	1707.3	336.2	1721.5	330.6	1715.3	W	D	['W', 'UH1', 'D']	1	5	[1514.3359690324203, 2938.7008922527043],[364.07690687339505, 1871.3791666128739, 2985.2408018041983, 4028.062163533863],[355.00410811231586, 1670.3036512337712, 2580.610457042257, 3350.6059285109063, 4436.415196706601],[353.61259434112947, 1648.9754845799405, 2522.2437442899245, 3209.360278887187, 3747.182612937809]	[1131.9996925762046, 771.1455085015455],[265.80275554905717, 380.07990155450784, 400.6771225326221, 914.7374795482871],[35.72705166676345, 111.23878429498698, 246.81931183783962, 261.2804904175539, 776.6737770704934],[24.9898893240484, 100.72888786961404, 296.37202667929176, 1055.8430267097717, 1083.417800160862]				
IY	1	BE	297.2	2356.2	3084.3	121.6	146.9	84.6	51.101	50.978	51.348	0.37	12	0	0	0	1	0			279.6	2370.9	300.0	2366.1	304.7	2378.8	308.6	2324.2	312.1	2273.7	B		['B', 'IY1']	1	4	[2212.950656094748, 2977.552676159186],[297.2388953803078, 2356.2305464206497, 3084.3190757830935, 4510.192347262761],[294.7869463391228, 2263.647679803166, 3033.6207948469323, 3328.5682532953983, 4626.378606190214],[303.9777998769741, 2247.749928271762, 2959.9008749786294, 3218.9618766280696, 4460.268727831555]	[1920.3339159302282, 329.27183842560027],[121.60725429760592, 146.8695867272335, 84.62690003471943, 465.16719082094687],[28.59252082727013, 133.90409950883247, 162.052781951251, 1236.7394347186323, 674.2382338802374],[53.83959366492331, 75.85947080215013, 229.18295236460824, 410.6982976644492, 561.8024710464483]				
EY	1	BASICALLY	428.3	1882.9	2622.0	40.5	141.0	144.0	51.747	51.729	51.818	0.089	21	3	4	1	1	2			443.1	2073.6	430.9	2114.1	412.2	2177.4	396.7	2298.9	379.1	2238.0	B	S	['B', 'EY1', 'S', 'IH0', 'K', 'L', 'IY0']	1	5	[1805.1417096468388],[443.0920642262521, 2068.732019970139, 2766.2042066315917],[428.31416112971715, 1882.9250353872173, 2622.039000967817, 3304.9256736356438],[429.09792950919075, 1394.9095343265255, 1910.2550592110724, 2638.692358034766, 3401.808834395049, 4754.904331592758]	[1492.4700459428248],[238.13393576755342, 313.6991336982243, 213.13166826488552],[40.51734324213603, 140.9688945837666, 144.04021068908278, 686.7773772685437],[48.88152069915883, 2726.415170714126, 129.89779031851552, 91.99162563772573, 362.3100209505929, 289.4366947539504]				
IH	0	BASICALLY	350.1	1814.2	2242.8	38.4	98.9	1970.0	51.911	51.898	51.938	0.04	1	1	6	1	3	1			350.2	1812.8	349.9	1815.5	348.4	1830.2	345.8	1860.4	344.8	1872.1	S	K	['B', 'EY1', 'S', 'IH0', 'K', 'L', 'IY0']	3	6	[1993.451134574641, 4306.186790010901],[356.16371251178964, 1890.8693666827776, 2997.9337291479937, 4405.258603683405],[352.72125963799584, 1822.0035502405071, 2620.8896897828076, 4076.131062294881],[350.05205226258477, 1814.1522885191523, 2242.7968342390495, 2684.706097322899, 4093.9804278942006]	[386.4597495537847, 825.540303125452],[226.39211933645637, 140.4264305572033, 670.1889788812088, 345.5529683586303],[52.04946170688685, 73.5643375799452, 332.95751810153257, 563.0256116283433],[38.35403129890268, 98.93779478608037, 1969.9737633043694, 510.44122575641114, 362.39934452557327]				
IY	0	BASICALLY	310.2	2235.3	2855.4	79.2	128.1	238.4	52.049	51.999	52.149	0.15	12	0	0	0	8	0											1688.8	2441.1	L		['B', 'EY1', 'S', 'IH0', 'K', 'L', 'IY0']	6	4	[2465.435094160941],[310.18756675997946, 2235.2584378822667, 2855.394794108346, 4460.904698969648],[308.86059939796587, 2196.4053469149067, 2777.7302373874345, 4301.883393089793],[308.64612206423885, 2200.4124384336114, 2479.952709333831, 2825.4458805235904, 4244.677641372836]	[220.2238993117992],[79.16686368150798, 128.1237440650732, 238.35614593567607, 309.8466729056814],[45.81042745590646, 113.6964287176816, 201.13408205772416, 688.7265670950537],[42.03612274489082, 157.5851736243516, 1418.636496031161, 626.2766042379267, 417.9393315206664]				
AH	0	THE	414.4	1711.6	2566.8	44.1	88.0	125.9	52.188	52.178	52.209	0.031	6	0	0	0	3	0			414.4	1711.6	414.4	1711.6	415.8	1709.0	416.5	1707.4	416.5	1707.4	DH		['DH', 'AH0']	1	5	[1376.8351539340226, 2483.1135195416523],[423.21072526858416, 1779.8082626431049, 2646.2526610966556, 4585.727097424602],[414.4362107204131, 1711.6023971561326, 2566.79768271457, 3476.4053667227536],[415.7216239163871, 1545.8905055984565, 2370.5697880314056, 2917.586387672801]	[1126.924891043971, 406.27668326405814],[154.57578833040748, 183.9958841770496, 137.2992991700036, 766.6680509516065],[44.07223557142268, 88.00174371996088, 125.862882525593, 904.4830919366927],[47.35017335313506, 749.1562852790812, 100.20990803947859, 1123.7592131597848]				
AH	1	SUMMARY	595.1	1334.4	2520.2	107.6	179.0	426.7	52.382	52.369	52.408	0.039	6	4	1	2	3	2			591.6	1342.0	598.2	1326.8	606.3	1290.9	603.3	1259.5	598.9	1251.5	S	M	['S', 'AH1', 'M', 'ER0', 'IY0']	1	5	[928.9247282907414, 2715.224609972871],[652.7329474476443, 1452.8378769649341, 2807.579143795985],[595.0878617939568, 1334.4117013343916, 2520.1610965200603, 3225.4540074842685],[592.3153165684989, 1314.7326532277546, 2167.3525102123704, 2779.6143515552044, 3834.961249027441]	[510.5632839411665, 1171.254186824294],[298.93224624495656, 493.40854006876793, 400.6210466210091],[107.56175685346832, 178.96353401946465, 426.723332482451, 574.628733605639],[100.0792051527104, 320.88138446768966, 884.3670630535185, 455.568382080672, 813.365091466654]				
ER	0	SUMMARY	467.2	1606.5	2968.8	278.4	147.9	520.5	52.546	52.519	52.599	0.08	94	0	0	0	2	1			471.5	1561.2	466.5	1608.4	451.9	1628.1	435.5	1665.9	430.7	1738.6	M	IY0	['S', 'AH1', 'M', 'ER0', 'IY0']	3	4	[698.4998398510745, 2170.5888569399135],[467.2089422359975, 1606.507546236796, 2968.754829738664],[428.036176782771, 1481.9111571851952, 1684.3779580507587, 3004.993263089102, 4605.1055318286],[416.70831102842186, 1316.9776560722187, 1718.3391721842384, 2948.43851781259, 4067.5952410254627]	[905.0201200672411, 867.5366299422597],[278.38095457371224, 147.87408573360506, 520.4980102119683],[146.6106175913119, 538.6783125865903, 439.800340087176, 222.98719856196323, 615.3068816382176],[95.04656913376046, 381.5506579461364, 173.10109271963188, 190.02932755405453, 1151.996434638909]				
